Comment,Full-Text File ID,referencetype,"Author1","Gender","affiliationauthorprimary1","Current Affiliation,Author,Primary 1","Author,Primary 2","Gender,Author,Primary 2","Affiliation,Author,Primary 2","Current Affiliation,Author,Primary 2","Author,Primary 3","Gender,Author,Primary 3","Affiliation,Author,Primary 3","Current Affiliation,Author,Primary 3","Author,Primary 4","Gender,Author,Primary 4","Affiliation,Author,Primary 4","Current Affiliation,Author,Primary 4","Author,Primary 5","Gender,Author,Primary 5","Affiliation,Author,Primary 5","Current Affiliation,Author,Primary 5","Authors, Secondary",title,Title Secondary,"Title, Tertiary",Original Foreign Title,periodicalfull,date,Original Pub Year,Keywords,Source Genre Folder,"style","Style,Secondary","Style,Tertiary",Abstract,Publisher,Place of Publication,Language,Original Language
,"Tagg_1989_Open letter_""Black music"", ""Afro-American music"" and ""European music""",Journal Article,"Tagg,Philip",male,Swedish Council for Research in the Humanities and Social Sciences,University of Huddersfield,,,,,,,,,,,,,,,,,,"Open Letter: ""Black Music"", ""Afro-American Music"", and ""European Music""",,,,Popular Music,1989,1989," world music -- categorization -- relation to race and geography -- criticism; black studies -- musical life -- categorization -- relation to race and geography; genre studies -- geographic categorization -- criticism; geography -- musical life -- geographic categorization -- criticism; popular music--general -- categorization -- relation to race and geography -- criticism; analysis -- style categorization -- relation to race and geography -- criticism; Traditional music and non-Western art music -- Ethnomusicology, the discipline; Popular music -- General",Funk & Jazz,Jazz,Jazz,Rock,"I have recently found myself reacting with some irritation on meeting such terms as 'black   music', 'white music', 'Afro-American music' and 'European music'. The aim of this letter,   written mainly with white European or North American students, friends and colleagues in mind, is to question the validity of these terms, to bring some issues lurking behind their   general usage out into the scribal daylight and, hopefully, to provide some ideas for a constructive debate on music, race and ideology.",Cambridge University Press,"Cambridge,United Kingdom;New York City,NY,United States",English,English
,Trimmer_1994_Concerto for percussion and jazz band,Dissertation/Thesis,"Trimmer,Dale",male,"Teachers College,Columbia University",,,,,,,,,,,,,,,,,,"Abeles,Harold",Concerto for Percussion and Jazz Band,,,,,1994,1994,Communication and the arts;Education;Music education;Music;0413:Music;0522:Music education,Funk & Jazz,Jazz,,,"The jazz band has become an important part of instrumental music programs in elementary and secondary schools as well as colleges throughout the country. Percussion ensembles are also growing in numbers and more literature for both types of groups has become available in recent years. New demands are placed upon the performer as well as the listener when interpreting music which no longer fits categorically into the classical or jazz style or into one traditional cultural context. Jazz composers and performers have long been influenced by African and Latin American rhythms. Composers of ""new music"" have cited a variety of influences including American jazz, European, black blues, gospel and most recently the east. An examination of available literature reveals relatively few ensemble works involving Afro-Jazz or Latin styles. Those that do are mainly short novelty pieces. Music educators have stated the importance of including contemporary music, jazz and improvisation in performance curriculums.                 Therefore, there is a need for an original composition which reflects the diversity of influences in the contemporary style. Schools need literature, to fill a gap in the repertoire, which does not demand exotic instruments or synthesized sounds and which is not too technically advanced or unique to be included in school programs. The Concerto for Percussion and Jazz Band was composed to help fill this need. A related paper includes a stylistic interpretive analysis as well as suggestions for teaching/rehearsing and performance.                 The difficulty of the composition is geared to the advanced high school or college level. Because of the limitations of available instruments in some institutions, alternatives are given for special parts. Most of the equipment is easily available from concert band, jazz band and percussion ensemble inventories. The presence of ""prepared"" percussion instruments allows for unusual effects without undue difficulty in obtaining instruments.                 The author has drawn upon experiences with percussion performance and teaching as resources in the creation of a three movement concerto in which sections of the band are treated with equal importance. Some sections feature soloists in the form of a solo concerto. Polyrhythms and multiple meters are applied to the ensemble as well as the individual multiple percussion instruments. Composing the piece was a culminating activity for the author which allowed for the synthesis of several diverse influences into one creative project.                 A demonstration tape and full score are included with the related paper. The composition expands the repertoire for high school and college groups and provides material for discussion and listening experiences in non-performing classes as well.","Teachers College,Columbia University","New York City,NY,United States",English,English
,Folio_1995 _An analysis of polyrhythm in selected improvised jazz solos,"Chapter","Folio,Cynthia",female,Temple University,Temple University,,,,,,,,,,,,,,,,,"Marvin,Elizabeth West;Hermann,Richard",An Analysis of Polyrhythm in Selected Improvised Jazz Solos,"Concert Music, Rock, and Jazz Since 1945: Essays and Analytical Studies",Eastman Studies in Music,,,1995,1995,"jazz -- rhythm and meter -- polyrhythms;rhythm and meter -- jazz -- polyrhythms;performers--jazz and blues -- Monk, T;performers--jazz and blues -- Coleman, O;performers--jazz and blues -- Dolphy, E;instruments--percussion (drum) -- drum music -- Africa -- polyrhythms -- compared with jazz;theorists -- Yeston, M;performers--piano -- Monk, T;performers--saxophone -- Coleman, O;performers--flute -- Dolphy, E;perception -- rhythm and meter -- polyrhythms -- jazz;Theory, analysis, and composition -- Rhythm, meter, tempo;Article in a collection of essays",Funk & Jazz,Jazz,African,,"English: Polyrhythm is approached through the findings of research on music perception, an interview with an African master drummer, and the process of transcribing improvised jazz solos by Thelonius Monk, Ornette Coleman, and Eric Dolphy. Polyrhythm is classified into three distinct types, drawing on previous work (particularly that of Maury Yeston) to formalize a measure of polyrhythmic dissonance. The analyses are combined with a discussion of underlying linear progressions and large-scale forms.",University of Rochester,"Rochester,NY,United States",English,English
,"Folio,Brinkman_2011_Dexter Gordon's ultimate 'Body and Soul'","Chapter","Folio,Cynthia",female,Temple University,Temple University,"Brinkman,Alexander",male,Temple University,retired,,,,,,,,,,,,,"Senn,Olivier;Emmenegger,Claudia",Dexter Gordon's Ultimate 'Body and Soul',Five Perspectives on 'Body and soul': And Other Contributions to Music Performance Studies,,,,2011,2011,"67: Theory, analysis, and composition -- Structural analysis;38: Jazz and blues -- General;Green, John Waldo (Johnny) -- performances -- Body and soul -- by Gordon;Gordon, Dexter -- performances -- Green Body and soul;sound recordings -- Gordon, D. -- Green Body and soul;Reid, Rufus -- performances -- Green Body and soul -- with Gordon;interpretation--by composer -- Green, J. -- Body and soul -- by Gordon;interpretation--by performer or topic -- Gordon, D. -- Green Body and soul;harmony -- Gordon, D. -- Green Body and soul -- chord changes;form -- Gordon, D. -- Green Body and soul;motive and theme -- Gordon, D. -- Green Body and soul;rhythm and meter -- Gordon, D. -- Green Body and soul -- polyrhythms;quotation -- Gordon, D. -- Green Body and soul;performers--saxophone -- Gordon, D;performers--double bass -- Reid, R;performers--jazz and blues -- Gordon, D;performers--jazz and blues -- Reid, R",Funk & Jazz,Jazz,,,"The live recording of Body and soul by Dexter Gordon and his band at Keystone Korner in San Francisco on 16 September 1978 captures Gordon at the pinnacle of his creative genius. A transcription and analysis of the tenor solo, Rufus Reid's bass line, and the chord changes allows for a detailed study of the structural features of Dexter's solo, and the interactions between the performers. The following topics are addressed: basic motivic building blocks and their deviation from the tune; examples of polyrhythm; an analysis of Gordon's substantial cadenza; and Gordon's use of quotation.","Chronos,Lucerne School of Music","Zürich,Switzerland",English,English
,Berger_1997_The practice of perception_Multi-functionality and time in the musical experience of a heavy metal drummer,Journal Article,"Berger,Harris M.",male,Texas A&M University,Texas A&M University,,,,,,,,,,,,,,,,,,The Practice of Perception: Multi-Functionality and Time in the Musical Experience of a Heavy Metal Drummer,,,,Ethnomusicology: Journal of the Society for Ethnomusicology,1997,1997,"82: Music and related disciplines -- Psychology and hearing;rock -- heavy metal -- drumming -- relation to perception;perception -- time -- heavy metal drumming;Ziats, John -- performances -- heavy metal drumming;phenomenology -- Husserl, E. -- applied to heavy metal drumming;time -- perception -- heavy metal drumming;Husserl, Edmund -- writings -- time consciousness -- applied to heavy metal drumming;sociology -- practice theory -- applied to heavy metal drumming;performers--popular music -- heavy metal -- Ziats, J",Rock & Metal,Metal,Heavy,,"Ideas from phenomenology and practice theory are applied to the experiences of the heavy metal drummer John Ziats, showing that perception is a form of social practice. Edmund Husserl's writings on time consciousness are applied to the concepts of additive and divisive time, and the resulting framework is used to show how a metal drummer actively shifts attention among temporal levels in perception to achieve various musical goals. If perception is practice, practice theory's insights into human action apply to it.",Indiana University Press,"Bloomington,IN,United States",English,English
,"Krims_2000_A genre system for rap music;The musical poetics of a ""revolutionary"" identity","Chapter","Krims,Adam",male,University of Alberta,deceased,,,,,,,,,,,,,,,,,,"A Genre System for Rap Music;The Musical Poetics of a ""Revolutionary"" Identity",Rap Music and the Poetics of Identity,,,,2000,2000," hip hop -- rap music -- relation to identity; cultural studies -- rap music; analysis -- rap music; Jackson, O'Shea (Ice Cube) -- sound recordings; performing groups--popular music -- Goodie Mob; Parker, Lawrence Krisna (KRS-One) -- sound recordings; performing groups--popular music -- Spookrijders; Bannock -- sound recordings; sound recordings -- rap music; Popular music -- General",Rap & Hip Hop,Rap,,,"This is the first book to discuss in detail how rap music is put together musically. Whereas a great deal of popular music scholarship dismisses music analysis as irrelevant or of limited value, the present book argues that it can be crucial to cultural theory. It is unique for bringing together perspectives from music theory, musicology, cultural studies, critical theory, and communications. It is also the first scholarly book to discuss rap music in Holland, and the rap of Cree Natives in Canada, in addition to such mainstream artists as Ice Cube. It is the first scholarly book to propose detailed analysis of rap songs and to lay out a genre system for rap. It theorizes issues of local and global geographies, discussing both mainstream artists like Ice Cube and more localized artists in Holland and Canada. The book presents a truly interdisciplinary theory of music, drawing from music theory, musicology, cultural studies, geography, and communications.",Cambridge University Press,"Cambridge,United Kingdom;New York City,NY,United States",English,English
,Brown_1990_Modern jazz drumset artistry,Journal Article,"Brown,Anthony L.",male,University of California at Berkeley,,,,,,,,,,,,,,,,,,,Modern Jazz Drumset Artistry,,,,The Black Perspective in Music,1990,1990,"38: Jazz and blues -- General;Clarke, Kenny -- style -- jazz drumming;Roach, Max -- style -- jazz drumming;Africa -- West -- traditional music -- polyrhythm -- influence on jazz drumming;rhythm and meter -- Africa -- West -- traditional music -- polyrhythm -- influence on jazz drumming;jazz -- drumming -- history and development -- 1930s-40s;instruments--percussion (drum) -- drumming -- jazz -- 1930s-40s;performers--jazz and blues -- Clarke, K;performers--jazz and blues -- Roach, M",Funk & Jazz,Jazz,African,,"An historical and analytical study of the transitional period of jazz drumming from timekeeping accompanist in the popular dance bands of the 1930s to the interactive role assumed in the chamber ensembles of modern jazz in the 1940s. The stylistic innovations of Kenny Clarke and Max Roach are examined through transcription and analysis. Their conceptual approaches, drawn from West African polyrhythmic architecture, instigated a change in the role of the rhythm section and shaped the development of jazz.",The Black Perspective in Music,"Cambria Heights,NY,United States",English,English
,"Walser_1995_Rhythm, rhyme, and rhetoric in the music of Public Enemy",Journal Article,"Walser,Robert",male,University of California at Los Angeles,Case Western Reserve University,,,,,,,,,,,,,,,,,,"Rhythm, Rhyme, and Rhetoric in the Music of Public Enemy",,,,Ethnomusicology: Journal of the Society for Ethnomusicology,1995,1995,39: Ethnomusicology (including history of music other than Western) -- Popular music;performers -- popular music -- rap music -- Public Enemy;hip hop -- rap music -- song texts;rhetoric -- rap music;rhythm and meter -- popular music -- rap music;Africa -- traditional music -- rhythm -- polyrhythm -- influence on rap music,Rap & Hip Hop,Rap,African,,"Despite widespread and consequential debates over the lyrics and images of rap music, the actual music of this genre has received virtually no serious attention. Rhythmic strategies and rhetorical effects of rapped declamation and backing grooves are analyzed, using as an example Public Enemy's 1989 hit song Fight the power. The social significance of polyrhythms in African musics suggests that the overt critical stance of many rap lyrics may be less important than the utopian or empowering experience of the music.",Indiana University Press,"Bloomington,IN,United States",English,English
,Condit-Schultz_2012_Tempo excursions from Java to Jamaica,Dissertation/Thesis,"Condit-Schultz,Nathaniel",male,University of California Santa Cruz,Ohio State University,,,,,,,,,,,,,,,,,,Tempo Excursions from Java to Jamaica,,,,,2012,2012," Communication and the arts, Composition, Cross rhythm, Gamelan, Rock, Tempo spiral",Rap & Hip Hop,Rock,Blues,Indonesian,"Three pieces of music: Temper Temper Time, Shepard, and Faux-Java Blues form a set that exploits experimental applications of unusual musical features: 5/4 tempo relationships and quintuple divisions; tempo spirals and expanded rock harmony and voice leading; and Indonesian/Western hybridity respectively. Elements of my compositional aesthetic, process, history, knowledge, and skills have contributed to the composition of these pieces, including the influence of popular music, Javanese music, recording technology, and tuning theory. ",University of California Santa Cruz,"Santa Cruz,CA,United States",English,English
,Garcia_2005_On and on_Repetition as process and pleasure in electronic dance music,"Journal, Electronic","Garcia,Luis-Manuel",male,University of Chicago,Max-Planck-Institut für Bildungsforschung,,,,,,,,,,,,,,,,,,On and On: Repetition as Process and Pleasure in Electronic Dance Music,,,,Music Theory Online,2005,2005," form -- repetition -- electronic dance music (EDM); aesthetics -- form -- repetition; popular music--general -- electronic dance music (EDM) -- role of repetition; Theory, analysis, and composition -- Form and genre; Popular music -- General",EDM,"Electronic Dance Music",,,"Repetition has often been cast in a negative light, associated with immature or regressive states. This view is reflected in music criticism and pedagogy, recast in aesthetic terms and it also reappears in cultural criticism, attacking repetition as a dangerous tool for social control. Defenses that have been mounted in favor of repetition seem inadequate in that they tend to recategorize certain repetitive practices as not-quite-repetition, rather than defend repetitiontout court. This article uses examples from Electronic Dance Music (EDM) to provide an alternate approach to repetition that focuses on the experience of pleasure instead of a static attribution of aesthetic or ethical value. In particular, this is explored through three concepts:  repetition as process, repetition as prolongation of pleasure, and process itself as pleasurable. Underlying these concepts is a formulation of pleasure first coined as Funktionslust, or ""function pleasure,"" reconceived here as ""process pleasure.""",Society for Music Theory,"Bloomington,IN,United States",English,English
,Love_2012_An approach to phrase rhythm in jazz,Journal Article,"Love,Stefan Caris",male,University of Chicago,University of Massachusetts,,,,,,,,,,,,,,,,,,An Approach to Phrase Rhythm in Jazz,,,,Journal of Jazz Studies,2012,2012," rhythm and meter -- jazz -- phrase rhythm; jazz -- rhythm and meter -- phrase rhythm; melody -- jazz -- phrase rhythm; improvisation -- jazz -- phrase rhythm; Theory, analysis, and composition -- Rhythm, meter, tempo; Jazz and blues -- General; Theory, analysis, and composition -- Melody and motive",Funk & Jazz,Jazz,,,"In jazz improvisation, the meter of the original theme is strictly  preserved, and the middleground harmonies are maintained, while the  original melody is varied freely, especially with respect to its  grouping structure-where phrases begin and end. This poses problems for  theories of phrase rhythm that rely on a tonal definition of the phrase.  In this paper, I propose a new approach to jazz phrase rhythm. First, I  divide a melody into segments on the basis of four criteria. Then I  classify each segment on the basis of its relationship to the meter and  to surrounding segments. The result is a hierarchy of metrically defined  phrases. Phrase rhythm consonance and dissonance are  the alignment or misalignment of phrases with the meter. Skilled  soloists manipulate phrase rhythm as they would any other element of a  solo. I conclude with an ambiguous example, to demonstrate how  phrase-rhythm analysis can present competing interpretations of the same  passage.","Rutgers University,Institute of Jazz Studies","Newark,NJ,United States",English,English
,"Love_2013_Subliminal dissonance or ""consonance""?_Two views of jazz meter",Journal Article,"Love,Stefan Caris",male,University of Chicago,University of Massachusetts,,,,,,,,,,,,,,,,,,"Subliminal Dissonance or ""Consonance""? Two Views of Jazz Meter",,,,Music Theory Spectrum: The Journal of the Society for Music Theory,2013,2013,"61: Theory, analysis, and composition--Rhythm, meter, tempo",Funk & Jazz,Jazz,,,"In many styles of jazz, performances follow a pre-determined metrical scheme, with very little room for spontaneous alteration. Compared to common-practice music, the metrical hierarchy in jazz is extremely deep and rigid. This top-down convention affects the metrical perception of the experienced listener, but cannot completely overcome limitations to the bottom-up mechanism of metrical perception. I illustrate the interaction of metrical convention and perception with several examples of metrical shift in the solo recordings of Bill Evans, in which an apparently irregular surface conceals underlying fidelity to the metrical scheme.",Society for Music Theory,"Bloomington,IN,United States",English,English
,Clement_2009_A study of the instrumental music of Frank Zappa,Dissertation/Thesis,"Clement,Brett",male,University of Cincinnati,Ball State University,,,,,,,,,,,,,,,,,"Berry,David Carson",A Study of the Instrumental Music of Frank Zappa,,,,,2009,2009,"Communication and the arts;Instrumental music;Zappa, Frank;Lydian scale;Chord Bible;Rhythmic dissonance;Music;0413:Music",Funk & Jazz,Rock,Jazz,,"This dissertation offers the first large-scale analytical study of the instrumental music of Frank Zappa (1940-1993). Following initial commentary in Chapter 1 on the problems of categorization in the repertoire, Chapter 2 offers a preliminary discussion of  style  and form   in Zappa's music. Regarding style, I detail the fallouts of Zappa's unique early musical education as well as the influence of his guitar playing in his compositional style. My investigation of form explores the formal implications of melodic repetition, examining non-repeating forms characteristic of the  hybrid  music and repeating forms utilizing variation procedures such as contour retention  and  isomelism .                 Chapter 3 is devoted to rhythm and meter in Zappa's music. The primary topics of this chapter are various types of rhythmic/metrical conflict, including polymeter, metrical dissonance , and rhythmic dissonance , which are explained in part as an attempted merging of advanced compositional techniques and rock/pop music norms. A theoretical discussion of rhythmic dissonance, which is Zappa's trademark rhythmic device, comprises the bulk of the chapter.                 Chapter 4 offers a Lydian theory  for Zappa's diatonic music, loosely adapted from George Russell's seminal jazz theory  The Lydian Chromatic Concept  (1953). This theory views the Lydian scale as representing a tonic state in Zappa's music due to its special static attributes. It introduces the concept of a Lydian system , containing a limited group of diatonic modes related to a common Lydian scale. Within, I demonstrate how the pitch structures of non-Lydian modes are related abstractly to those of the Lydian tonic, and follow by considering  pedal substitutions  and progressions  within the Lydian system.                 Chapter 5 is devoted to Zappa's non-diatonic music. The first section of this chapter explores Zappa's methods of chromatic  pitch organization, including pitch-class diversity, chromatic saturation  , and symmetry . The second section investigates a system of composition based on a Chord Bible  of Zappa's own devising. This section includes a preliminary recreation of certain aspects of Chord Bible and a discussion of the compositional employment of Chord-Bible harmony in the series of orchestral works composed circa 1977-1982.",University of Cincinnati,"Cincinnati,OH,United States",English,English
,Waters_1996_Blurring the barline_Metric displacement in the piano solos of Herbie Hancock,Journal Article,"Waters,Keith",male,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,Blurring the Barline: Metric Displacement in the Piano Solos of Herbie Hancock,,,,Annual Review of Jazz Studies,1996,1996,"61: Theory, analysis, and composition -- Rhythm, meter, tempo;Hancock, Herbie -- performances -- Eye of the hurricane -- metric displacement;rhythm and meter -- jazz -- metric displacement;jazz -- rhythm and meter -- metric displacement;performers--jazz and blues -- Hancock, H;performers--piano -- Hancock, H;sound recordings -- Hancock, H. -- Eye of the hurricane -- piano solo",Funk & Jazz,Jazz,Blues,,"The regularity of the 12-bar blues and 32-bar song form, while providing a consistent framework for traditional jazz improvisation, also prompted performers to expand these formulas with new harmonic and rhythmic techniques. In his piano solos Hancock reveals a highly inventive approach to rhythm, accomplished through techniques that include polyrhythm, hypermeter, accentual shift, and displaced motivic repetition. Hancock's solo from the composition Eye of the hurricane, a 12-measure blues in F minor, from the 1965 album Maiden voyage is examined, and displacement from the surface metric level up through higher levels of hypermetric structure is indicated.","Scarecrow Press,Inc","New Brunswick,NJ,United States",English,English
,Waters_1996_Playing inside & outside the meter_Metric ambiguity & displacement,Magazine Article,"Waters,Keith",male,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,Playing Inside & Outside the Meter: Metric Ambiguity & Displacement,Jazz Rhythmic Techniques,,,Jazz Player,1996,1996,"Jazz;Music Education;Playing Techniques;Musical Influences;Meter (Music);Practice Exercises;Music Instruction;Improvisation;Hancock, Herbie",Funk & Jazz,Jazz,,,"Discusses the influence of Herbie Hancock's improvisational playing technique on the author and describes how Hancock created polymeter by changing the level of rhythmic subdivision of a melodic idea, moving in and out of metric focus. Discusses three methods of creating accent shift besides playing a note louder than the other notes. Includes examples of musical notation for practice exercises.","Dorn Publications,Inc","Medfield,MA,United States",English,English
,Waters_2001_Outside forces_'Autumn Leaves' in the 1960s,Journal Article,"Waters,Keith",male,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,Outside Forces: 'Autumn Leaves' in the 1960s,,,,Current Musicology,2001,2001,"Music;Music History;Theory/Analysis/Composition;Jazz;Improvisation;Playing Styles;Terminology;Metrical Structure;Musical Analysis;Metrical Changes;Jazz Musicians;Pianists;Transcriptions;Musical Forms;Solos;Jazz Standards;Harmonic Techniques;Hancock, Herbie;Jarrett, Keith",Funk & Jazz,Jazz,,,"A presentation of terminology for metric strategies is followed by musical analyses considering the standard jazz composition ""Autumn Leaves."" Transcriptions of solos on the tune by pianists Keith Jarrett from the Charles Lloyd Quartet recording ""Dream Weaver"" (Atlantic) and Herbie Hancock from the Miles Davis Quintet recording ""Miles in Europe"" (Columbia) are examined. Both improvisations consistently maintain the repeated 32-bar form of ""Autumn Leaves,"" but the pitch and metric strategies of the solos frequently create conflicts with the composition's underlying harmonic progression and meter. By these local alterations to the harmonic and metric structure, both Jarrett and Hancock solve a number of the key problems of form and formal redundancy in popular-song form improvisation.","Department of Music,Columbia University","New York City,NY,United States",English,English
,Waters_2011_Analytical strategies,"Chapter","Waters,Keith",male,University of Colorado Boulder,University of Colorado Boulder,,,,,,,,,,,,,,,,,,Analytical Strategies,"The Studio Recordings of the Miles Davis Quintet, 1965-68",,,,2011,2011," Davis, Miles -- sound recordings -- studio recordings -- analysis -- 1965-68; sound recordings -- Davis, M. -- studio recordings -- analysis -- 1965-68; Shorter, Wayne -- sound recordings -- with Davis second quintet -- 1965-68; Hancock, Herbie -- sound recordings -- with Davis second quintet -- 1965-68; Carter, Ron -- sound recordings -- with Davis second quintet -- 1965-68; Williams, Tony -- sound recordings -- with Davis second quintet -- 1965-68; improvisation -- Davis, M. -- with second quintet; avant-garde -- jazz -- relation to Davis second quintet -- 1965-68; performers--jazz and blues -- Shorter, W.; performers--jazz and blues -- Hancock, H.; performers--jazz and blues -- Carter, R.; performers--jazz and blues -- Williams, T.; performers--jazz and blues -- Davis, M.; performers--trumpet -- Davis, M.; performers--saxophone -- Shorter, W.; performers--piano -- Hancock, H.; performers--double bass -- Carter, R.; performers--drums -- Williams, T.; Jazz and blues -- General; Theory, analysis, and composition -- Structural analysis",Funk & Jazz,Jazz,,,"The 'Second Quintet' (the Miles Davis Quintet of the mid-1960s) was one of the most innovative and influential groups in the history of the genre. Each of the musicians who performed with Davis—saxophonist Wayne Shorter, pianist Herbie Hancock, bassist Ron Carter, and drummer Tony Williams—went on to a successful career as a top player. The studio recordings released by this group made profound contributions to improvisational strategies, jazz composition, and mediation between mainstream and avant-garde jazz, yet most critical attention has focused instead on live performances or the socio-cultural context of the work. Treating six different studio recordings in depth—E.S.P., Miles smiles, Sorcerer, Nefertiti, Miles in the sky, and Filles de Kilimanjaro—analysis takes into account contemporary reviews of the recordings, interviews with the five musicians, and relevant larger-scale cultural studies of the era, as well as two previously unexplored sources: the studio outtakes and Wayne Shorter's Library of Congress composition deposits.",Oxford University Press,"Oxford,United Kingdom;New York City,NY,United States",English,English
,"Young_1995_The sacred choral music of Dave Brubeck_A historical, analytical, and critical examination",Dissertation/Thesis,"Young,Harmon Griffith,III",male,University of Florida,,,,,,,,,,,,,,,,,,"Kushner,David Z.","The Sacred Choral Music of Dave Brubeck: A Historical, Analytical, and Critical Examination",,,,,1995,1995,"Philosophy, religion and theology;Communication and the arts;sacred;Brubeck, Dave;Music;Religion;0413:Music;0318:Religion",Funk & Jazz,Jazz,Art music,,"American jazz pianist and composer Dave Brubeck has contributed significantly to sacred choral literature. Between 1967 and 1992, he composed seventeen extended works, most with sacred texts, drawn from the Old and New Testaments, Union Prayer Book of Reform Judaism, Martin Luther King, Chief Seattle, and his wife Iola. They include oratorios, cantatas, a festive Christmas pageant, a Mass, and a set of variations based on Gregorian chants. Compositionally, they combine elements of jazz, including improvised sections, with polyrhythms, polytonality, and twelve-tone rows. These works have been commissioned by the Union of American Hebrew Congregations, American Lutheran Church Women, and National Association of Pastoral Musicians; the Midland, Honolulu, New Haven, and Hartford symphony orchestras; and the Roman Catholic church for the 1987 visit of Pope John Paul II; and have been performed by the Cincinnati Symphony Orchestra and Gregg Smith Singers.                 This study documents Brubeck's sacred choral compositions and examines the social factors and cultural contexts which contributed to their writing; analyzes the works to identify compositional procedures utilized, observe stylistic influences, and summarize the composer's style as a choral composer; and assesses and evaluates them from the viewpoints of the music journalist, scholar, and church musician. Sixty-five musical examples and extensive quotations from the composer's program notes are included.                 A biographical introduction surveys Brubeck's early life, ensembles, recordings, world tours, performance highlights, major compositions, social conscience, and recognitions. A chapter on sacred sound and social change discusses compositions by Duke Ellington, Leonard Bernstein, and Paul Winter. Each of Brubeck's sacred choral compositions is described and discussed. A lengthy analysis of The Light in the Wilderness, with musical examples, is included. Compositional influences, including Darius Milhaud, Arnold Schonberg, Igor Stravinsky, Bela Bartok, Charles Ives, J. S. Bach, Duke Ellington and other jazz musicians, and sounds from world cultures are identified and discussed. Brubeck's style as a choral composer is summarized in terms of text selection, rhythm, melody, harmony, instrumentation, improvisation, and structural devices. Critical commentary from newspapers and journals is included throughout the study. An extensive bibliography and catalog of Brubeck's sacred choral compositions, with historic and performance information, complete the examination.",University of Florida,"Gainesville,FL,United States",English,English
,Zirpoli_1990_An evaluation of the work of jazz pianist-composer Dave Brubeck,Dissertation/Thesis,"Zirpoli,Danny Ronald",male,University of Florida,,,,,,,,,,,,,,,,,,,An Evaluation of the Work of Jazz Pianist-Composer Dave Brubeck,,,,,1990,1990,"38: Jazz and blues -- General;Brubeck, Dave -- life and works;performers--jazz and blues -- Brubeck, D;jazz -- influenced by Brubeck",Funk & Jazz,Jazz,,,"Brubeck contributed to the development of jazz piano by the systematic application of unusual meters, polyrhythms, and polytonality. He expanded the concept of free improvisation within the context of odd meters. Through the integration of classical and jazz elements Brubeck helped to pave the way for other jazz musicians and to create new markets for jazz. He also promulgated the cause of jazz and, in so doing, increased intercultural understanding and goodwill.",University of Florida,"Gainesville,FL,United States",English,English
,Doktor_2008_Covering the tracks_Exploring cross-gender cover songs of The Rolling Stones' 'Satisfaction',Dissertation/Thesis,"Doktor,Stephanie Delane",female,University of Georgia,University of Virginia,,,,,,,,,,,,,,,,,,Covering the Tracks: Exploring Cross-Gender Cover Songs of The Rolling Stones' 'Satisfaction',,,,,2008,2008,,Rock & Metal,Rock,,,"The 1965 Rolling Stones' hit, ""(I Can't Get No) Satisfaction,"" epitomizes domineering masculinity and aggressive sexuality. Saturated with unrelenting rhythms, emphatic vocal delivery, cocky and phallocentric lyrics, musical climaxes, and abrasive guitar timbres, ""Satisfaction"" has been regarded by many scholars and music critics as the anthem of the cock rock genre-a music representative of male power and domination. Yet despite the song's association with a particular type of (white) male-identified, virile (hetero)sexuality, it has been covered by a variety of musicians of different races, genders, and sexualities. This thesis explores three cross-gender covers of ""Satisfaction"" recorded and performed by PJ Harvey and Björk (duet, 1994), Britney Spears (2000), and Cat Power (2000). Using theories of intertextuality, this project examines the ways in which all three musicians manipulate and subvert the dominant paradigms of the original song. ",University of Georgia,"Athens,GA,United States",English,English
,Melville_1995_An analysis and comparison of selected improvised solos by Frank Rosolino,Dissertation/Thesis,"Melville,Bruce Evans",male,University of Houston,,,,,,,,,,,,,,,,,,"Nelson,Robert",An Analysis and Comparison of Selected Improvised Solos by Frank Rosolino,,,,,1995,1995,Communication and the arts;trombone;Music;0413:Music,Funk & Jazz,Jazz,,,"Frank Rosolino was one of the greatest innovators of the jazz trombone. Rosolino was born August 20, 1926 and died November 26, 1978.                 Seven improvised solos are analyzed in this paper and were transcribed by this writer. The solos span a period from 1956 through 1978. The analyzation includes how he used different alterations and extensions with the dominant seventh chord. His use of vertical and horizontal lines are explored as well as his use of rhythm in his improvisation reveals his use of three-notes-to-the-beat, syncopation, and hemiola. The choice of melodic devices and phrasing ability are also studied and show his ability to use a variety of musical elements. Range and performance devices are considered as well.                 It is concluded that Rosolino does not use any alterations that are considered out of the ordinary. He does use all the common alterations and extensions of the dominant seventh chord. Rosolino uses vertical and horizontal lines, but seems to prefer vertical lines. Rhythm is the area where Rosolino developed the most when comparing his early and late solos.",University of Houston,"Houston,TX,United States",English,English
